date,gear,stratum,mesh ,length,trip.start,trip.end,soak.min,chinook,chum,sockeye ,sheefish,whitefish
6/22/2024,Drift,B,5.875,300,14:00,18:46,160,15,20,12,0,0
6/22/2024,Drift,C,5.167,150,13:00,18:52,180,6,8,10,0,0
6/22/2024,Drift,B,6,150,11:00,19:00,360,24,4,10,1,1
6/22/2024,Drift,C,6,150,17:00,19:05,120,1,3,1,0,0
6/22/2024,Drift,C,5.5,60,11:00,19:15,360,1,4,7,0,0
6/22/2024,Drift,C,6,150,6:30,19:21,600,10,4,16,0,0
6/22/2024,Drift,C,5.25,150,15:30,19:30,180,2,6,7,0,0
6/22/2024,Drift,C,6,100,14:00,19:52,90,2,3,4,0,0
6/22/2024,Drift,A,6,150,10:00,20:15,150,0,0,12,0,0
6/22/2024,Drift,C,5.5,150,15:30,18:42,90,0,1,13,0,0
6/22/2024,Drift,C,6,150,11:30,18:45,450,1,0,7,0,0
6/22/2024,Drift,B,5.875,300,14:30,19:14,80,4,1,4,0,0
6/22/2024,Drift,C,6,60,16:00,19:21,150,17,1,22,0,0
6/22/2024,Set,B,6,60,7:30,19:46,690,10,3,3,0,2
6/22/2024,Drift,C,6,150,7:00,19:55,210,14,2,14,0,1
