date,stratum,trip.start,trip.end,soak.hrs,length,gear,mesh,chinook,chum,sockeye,sheefish,whitefish,chinook.goal,chum.goal,sockeye.goal,type,village
6/17/2023,B,8:30,14:30,5:30,150,Driftnet,6,23,0,0,0,0,1,1,1,Fish camp,Napaskiak
6/17/2023,B,7:30,14:00,6:00,150,Driftnet,6,32,0,4,0,0,2,1,1,Fish camp,Napaskiak
6/17/2023,B,7:00,17:00,9:30,150,Driftnet,6,32,0,12,0,0,2,1,1,Fish camp,Napaskiak
6/17/2023,B,9:30,14:00,4:00,150,Driftnet,6,5,5,15,0,0,1,1,1,Fish camp,Napaskiak
6/17/2023,B,7:00,11:30,4:00,150,Driftnet,6,25,1,9,0,0,2,1,1,Fish camp,Napaskiak
6/17/2023,B,8:00,16:00,7:30,150,Driftnet,6,23,11,12,0,0,2,1,2,Fish camp,Napaskiak
6/17/2023,B,7:00,16:30,9:00,150,Driftnet,6,49,3,40,0,0,3,1,2,Fish camp,Napaskiak
6/17/2023,B,7:30,15:00,7:00,150,Driftnet,6,32,3,20,0,0,2,1,2,Fish camp,Napaskiak
6/17/2023,B,8:00,16:30,8:00,150,Driftnet,6,26,6,10,1,0,2,1,1,Fish camp,Napaskiak
6/17/2023,B,10:00,15:00,4:30,150,Driftnet,6,10,10,12,0,0,1,1,1,Village,Napaskiak
6/17/2023,B,10:30,18:00,7:00,150,Driftnet,6,11,4,16,0,0,2,1,1,Village,Napaskiak
6/17/2023,B,7:30,16:30,8:30,150,Driftnet,6,8,6,15,0,0,1,1,1,Village,Napaskiak
6/17/2023,B,8:00,14:00,5:00,150,Driftnet,6,13,5,15,1,0,2,1,2,Village,Napaskiak
6/17/2023,B,9:00,18:30,9:00,150,Driftnet,6,22,8,14,2,0,2,1,1,Village,Napaskiak
6/17/2023,B,8:00,17:30,9:00,150,Driftnet,6,17,6,15,0,0,2,1,1,Village,Napaskiak
6/17/2023,B,11:00,17:00,5:30,150,Driftnet,6,13,7,10,1,0,2,1,1,Village,Napaskiak
6/17/2023,C,7:00,18:00,10:00,150,Driftnet,5.75,30,11,2,0,0,2,2,1,Village,Kwethluk
6/17/2023,C,7:00,19:00,10:00,270,Driftnet,6,41,4,8,0,0,1,1,1,Village,Akiachak
6/17/2023,C,7:00,19:00,11:00,270,Driftnet,6,100,4,4,2,0,5,1,1,Village,Akiachak
6/17/2023,C,7:00,19:00,11:00,270,Driftnet,6,25,4,8,0,0,1,1,1,Village,Akiachak
6/17/2023,C,8:00,19:00,10:00,270,Driftnet,6,20,0,8,0,0,1,1,1,Village,Akiachak
6/17/2023,C,7:00,17:00,9:30,60,Driftnet,6,39,8,8,1,0,1,1,1,Village,Akiachak
6/17/2023,D2,7:00,19:00,10:00,270,Driftnet,5.875,42,30,20,10,5,1,1,1,Village,Tuluksak
