Project,,,Observation Year,Observation Month/Day,Location,Species,Fish Count,Fish Count, CASE  WHEN Count Type = 'Counted Live' THEN 'Counted' ELSE Count Type END,Method
Kuskokwim River Sonar,,,2021,07/22,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2021,07/23,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2021,07/24,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2021,07/25,Kuskokwim River Sonar,Chinook,736,736,Calculated,Sonar
Kuskokwim River Sonar,,,2021,07/26,Kuskokwim River Sonar,Chinook,775,775,Calculated,Sonar
Kuskokwim River Sonar,,,2021,07/27,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2021,07/28,Kuskokwim River Sonar,Chinook,161,161,Calculated,Sonar
Kuskokwim River Sonar,,,2021,07/29,Kuskokwim River Sonar,Chinook,192,192,Calculated,Sonar
Kuskokwim River Sonar,,,2021,07/30,Kuskokwim River Sonar,Chinook,120,120,Calculated,Sonar
Kuskokwim River Sonar,,,2021,07/31,Kuskokwim River Sonar,Chinook,221,221,Calculated,Sonar
Kuskokwim River Sonar,,,2021,08/01,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2021,08/02,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2021,08/03,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2021,08/04,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2021,08/05,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2021,08/06,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2021,08/07,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2021,08/08,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2021,08/09,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2021,08/10,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2021,08/11,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2021,08/12,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2021,08/13,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2021,08/14,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2021,08/15,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2021,08/16,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2021,08/17,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2021,08/18,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2021,08/19,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2021,08/20,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2021,08/21,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2021,08/22,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2021,08/23,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2021,08/24,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2021,08/25,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2021,08/26,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2022,06/01,Kuskokwim River Sonar,Chinook,,,Calculated,Sonar
Kuskokwim River Sonar,,,2022,06/02,Kuskokwim River Sonar,Chinook,197,197,Calculated,Sonar
Kuskokwim River Sonar,,,2022,06/03,Kuskokwim River Sonar,Chinook,249,249,Calculated,Sonar
Kuskokwim River Sonar,,,2022,06/04,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2022,06/05,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2022,06/06,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2022,06/07,Kuskokwim River Sonar,Chinook,1132,1132,Calculated,Sonar
Kuskokwim River Sonar,,,2022,06/08,Kuskokwim River Sonar,Chinook,1690,1690,Calculated,Sonar
Kuskokwim River Sonar,,,2022,06/09,Kuskokwim River Sonar,Chinook,1721,1721,Calculated,Sonar
Kuskokwim River Sonar,,,2022,06/10,Kuskokwim River Sonar,Chinook,2364,2364,Calculated,Sonar
Kuskokwim River Sonar,,,2022,06/11,Kuskokwim River Sonar,Chinook,3031,3031,Calculated,Sonar
Kuskokwim River Sonar,,,2022,06/12,Kuskokwim River Sonar,Chinook,3215,3215,Calculated,Sonar
Kuskokwim River Sonar,,,2022,06/13,Kuskokwim River Sonar,Chinook,1625,1625,Calculated,Sonar
Kuskokwim River Sonar,,,2022,06/14,Kuskokwim River Sonar,Chinook,1660,1660,Calculated,Sonar
Kuskokwim River Sonar,,,2022,06/15,Kuskokwim River Sonar,Chinook,3450,3450,Calculated,Sonar
Kuskokwim River Sonar,,,2022,06/16,Kuskokwim River Sonar,Chinook,2290,2290,Calculated,Sonar
Kuskokwim River Sonar,,,2022,06/17,Kuskokwim River Sonar,Chinook,971,971,Calculated,Sonar
Kuskokwim River Sonar,,,2022,06/18,Kuskokwim River Sonar,Chinook,2294,2294,Calculated,Sonar
Kuskokwim River Sonar,,,2022,06/19,Kuskokwim River Sonar,Chinook,1920,1920,Calculated,Sonar
Kuskokwim River Sonar,,,2022,06/20,Kuskokwim River Sonar,Chinook,2382,2382,Calculated,Sonar
Kuskokwim River Sonar,,,2022,06/21,Kuskokwim River Sonar,Chinook,5165,5165,Calculated,Sonar
Kuskokwim River Sonar,,,2022,06/22,Kuskokwim River Sonar,Chinook,23176,23176,Calculated,Sonar
Kuskokwim River Sonar,,,2022,06/23,Kuskokwim River Sonar,Chinook,7103,7103,Calculated,Sonar
Kuskokwim River Sonar,,,2022,06/24,Kuskokwim River Sonar,Chinook,5803,5803,Calculated,Sonar
Kuskokwim River Sonar,,,2022,06/25,Kuskokwim River Sonar,Chinook,4753,4753,Calculated,Sonar
Kuskokwim River Sonar,,,2022,06/26,Kuskokwim River Sonar,Chinook,6248,6248,Calculated,Sonar
Kuskokwim River Sonar,,,2022,06/27,Kuskokwim River Sonar,Chinook,5751,5751,Calculated,Sonar
Kuskokwim River Sonar,,,2022,06/28,Kuskokwim River Sonar,Chinook,5789,5789,Calculated,Sonar
Kuskokwim River Sonar,,,2022,06/29,Kuskokwim River Sonar,Chinook,8644,8644,Calculated,Sonar
Kuskokwim River Sonar,,,2022,06/30,Kuskokwim River Sonar,Chinook,885,885,Calculated,Sonar
Kuskokwim River Sonar,,,2022,07/01,Kuskokwim River Sonar,Chinook,3395,3395,Calculated,Sonar
Kuskokwim River Sonar,,,2022,07/02,Kuskokwim River Sonar,Chinook,2217,2217,Calculated,Sonar
Kuskokwim River Sonar,,,2022,07/03,Kuskokwim River Sonar,Chinook,4815,4815,Calculated,Sonar
Kuskokwim River Sonar,,,2022,07/04,Kuskokwim River Sonar,Chinook,1234,1234,Calculated,Sonar
Kuskokwim River Sonar,,,2022,07/05,Kuskokwim River Sonar,Chinook,1676,1676,Calculated,Sonar
Kuskokwim River Sonar,,,2022,07/06,Kuskokwim River Sonar,Chinook,2140,2140,Calculated,Sonar
Kuskokwim River Sonar,,,2022,07/07,Kuskokwim River Sonar,Chinook,1782,1782,Calculated,Sonar
Kuskokwim River Sonar,,,2022,07/08,Kuskokwim River Sonar,Chinook,958,958,Calculated,Sonar
Kuskokwim River Sonar,,,2022,07/09,Kuskokwim River Sonar,Chinook,572,572,Calculated,Sonar
Kuskokwim River Sonar,,,2022,07/10,Kuskokwim River Sonar,Chinook,672,672,Calculated,Sonar
Kuskokwim River Sonar,,,2022,07/11,Kuskokwim River Sonar,Chinook,1100,1100,Calculated,Sonar
Kuskokwim River Sonar,,,2022,07/12,Kuskokwim River Sonar,Chinook,4027,4027,Calculated,Sonar
Kuskokwim River Sonar,,,2022,07/13,Kuskokwim River Sonar,Chinook,642,642,Calculated,Sonar
Kuskokwim River Sonar,,,2022,07/14,Kuskokwim River Sonar,Chinook,1736,1736,Calculated,Sonar
Kuskokwim River Sonar,,,2022,07/15,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2022,07/16,Kuskokwim River Sonar,Chinook,6872,6872,Calculated,Sonar
Kuskokwim River Sonar,,,2022,07/17,Kuskokwim River Sonar,Chinook,626,626,Calculated,Sonar
Kuskokwim River Sonar,,,2022,07/18,Kuskokwim River Sonar,Chinook,723,723,Calculated,Sonar
Kuskokwim River Sonar,,,2022,07/19,Kuskokwim River Sonar,Chinook,159,159,Calculated,Sonar
Kuskokwim River Sonar,,,2022,07/20,Kuskokwim River Sonar,Chinook,106,106,Calculated,Sonar
Kuskokwim River Sonar,,,2022,07/21,Kuskokwim River Sonar,Chinook,1237,1237,Calculated,Sonar
Kuskokwim River Sonar,,,2022,07/22,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2022,07/23,Kuskokwim River Sonar,Chinook,1532,1532,Calculated,Sonar
Kuskokwim River Sonar,,,2022,07/24,Kuskokwim River Sonar,Chinook,160,160,Calculated,Sonar
Kuskokwim River Sonar,,,2022,07/25,Kuskokwim River Sonar,Chinook,154,154,Calculated,Sonar
Kuskokwim River Sonar,,,2022,07/26,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2022,07/27,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2022,07/28,Kuskokwim River Sonar,Chinook,2214,2214,Calculated,Sonar
Kuskokwim River Sonar,,,2022,07/29,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2022,07/30,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2022,07/31,Kuskokwim River Sonar,Chinook,402,402,Calculated,Sonar
Kuskokwim River Sonar,,,2022,08/01,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2022,08/02,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2022,08/03,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2022,08/04,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2022,08/05,Kuskokwim River Sonar,Chinook,397,397,Calculated,Sonar
Kuskokwim River Sonar,,,2022,08/06,Kuskokwim River Sonar,Chinook,451,451,Calculated,Sonar
Kuskokwim River Sonar,,,2022,08/07,Kuskokwim River Sonar,Chinook,389,389,Calculated,Sonar
Kuskokwim River Sonar,,,2022,08/08,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2022,08/09,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2022,08/10,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2022,08/11,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2022,08/12,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2022,08/13,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2022,08/14,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2022,08/15,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2022,08/16,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2022,08/17,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2022,08/18,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2022,08/19,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2022,08/20,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2022,08/21,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2022,08/22,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2022,08/23,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2022,08/24,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2022,08/25,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2022,08/26,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2023,06/09,Kuskokwim River Sonar,Chinook,280,280,Calculated,Sonar
Kuskokwim River Sonar,,,2023,06/10,Kuskokwim River Sonar,Chinook,257,257,Calculated,Sonar
Kuskokwim River Sonar,,,2023,06/11,Kuskokwim River Sonar,Chinook,2143,2143,Calculated,Sonar
Kuskokwim River Sonar,,,2023,06/12,Kuskokwim River Sonar,Chinook,1648,1648,Calculated,Sonar
Kuskokwim River Sonar,,,2023,06/13,Kuskokwim River Sonar,Chinook,2017,2017,Calculated,Sonar
Kuskokwim River Sonar,,,2023,06/14,Kuskokwim River Sonar,Chinook,2279,2279,Calculated,Sonar
Kuskokwim River Sonar,,,2023,06/15,Kuskokwim River Sonar,Chinook,2666,2666,Calculated,Sonar
Kuskokwim River Sonar,,,2023,06/16,Kuskokwim River Sonar,Chinook,3093,3093,Calculated,Sonar
Kuskokwim River Sonar,,,2023,06/17,Kuskokwim River Sonar,Chinook,2034,2034,Calculated,Sonar
Kuskokwim River Sonar,,,2023,06/18,Kuskokwim River Sonar,Chinook,1526,1526,Calculated,Sonar
Kuskokwim River Sonar,,,2023,06/19,Kuskokwim River Sonar,Chinook,2572,2572,Calculated,Sonar
Kuskokwim River Sonar,,,2023,06/20,Kuskokwim River Sonar,Chinook,1578,1578,Calculated,Sonar
Kuskokwim River Sonar,,,2023,06/21,Kuskokwim River Sonar,Chinook,1344,1344,Calculated,Sonar
Kuskokwim River Sonar,,,2023,06/22,Kuskokwim River Sonar,Chinook,1791,1791,Calculated,Sonar
Kuskokwim River Sonar,,,2023,06/23,Kuskokwim River Sonar,Chinook,1666,1666,Calculated,Sonar
Kuskokwim River Sonar,,,2023,06/24,Kuskokwim River Sonar,Chinook,2821,2821,Calculated,Sonar
Kuskokwim River Sonar,,,2023,06/25,Kuskokwim River Sonar,Chinook,1464,1464,Calculated,Sonar
Kuskokwim River Sonar,,,2023,06/26,Kuskokwim River Sonar,Chinook,956,956,Calculated,Sonar
Kuskokwim River Sonar,,,2023,06/27,Kuskokwim River Sonar,Chinook,2206,2206,Calculated,Sonar
Kuskokwim River Sonar,,,2023,06/28,Kuskokwim River Sonar,Chinook,6676,6676,Calculated,Sonar
Kuskokwim River Sonar,,,2023,06/29,Kuskokwim River Sonar,Chinook,3530,3530,Calculated,Sonar
Kuskokwim River Sonar,,,2023,06/30,Kuskokwim River Sonar,Chinook,3097,3097,Calculated,Sonar
Kuskokwim River Sonar,,,2023,07/01,Kuskokwim River Sonar,Chinook,2751,2751,Calculated,Sonar
Kuskokwim River Sonar,,,2023,07/02,Kuskokwim River Sonar,Chinook,233,233,Calculated,Sonar
Kuskokwim River Sonar,,,2023,07/03,Kuskokwim River Sonar,Chinook,1841,1841,Calculated,Sonar
Kuskokwim River Sonar,,,2023,07/04,Kuskokwim River Sonar,Chinook,946,946,Calculated,Sonar
Kuskokwim River Sonar,,,2023,07/05,Kuskokwim River Sonar,Chinook,1632,1632,Calculated,Sonar
Kuskokwim River Sonar,,,2023,07/06,Kuskokwim River Sonar,Chinook,1257,1257,Calculated,Sonar
Kuskokwim River Sonar,,,2023,07/07,Kuskokwim River Sonar,Chinook,3508,3508,Calculated,Sonar
Kuskokwim River Sonar,,,2023,07/08,Kuskokwim River Sonar,Chinook,1004,1004,Calculated,Sonar
Kuskokwim River Sonar,,,2023,07/09,Kuskokwim River Sonar,Chinook,6493,6493,Calculated,Sonar
Kuskokwim River Sonar,,,2023,07/10,Kuskokwim River Sonar,Chinook,941,941,Calculated,Sonar
Kuskokwim River Sonar,,,2023,07/11,Kuskokwim River Sonar,Chinook,956,956,Calculated,Sonar
Kuskokwim River Sonar,,,2023,07/12,Kuskokwim River Sonar,Chinook,1717,1717,Calculated,Sonar
Kuskokwim River Sonar,,,2023,07/13,Kuskokwim River Sonar,Chinook,250,250,Calculated,Sonar
Kuskokwim River Sonar,,,2023,07/14,Kuskokwim River Sonar,Chinook,773,773,Calculated,Sonar
Kuskokwim River Sonar,,,2023,07/15,Kuskokwim River Sonar,Chinook,669,669,Calculated,Sonar
Kuskokwim River Sonar,,,2023,07/16,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2023,07/17,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2023,07/18,Kuskokwim River Sonar,Chinook,347,347,Calculated,Sonar
Kuskokwim River Sonar,,,2023,07/19,Kuskokwim River Sonar,Chinook,488,488,Calculated,Sonar
Kuskokwim River Sonar,,,2023,07/20,Kuskokwim River Sonar,Chinook,2388,2388,Calculated,Sonar
Kuskokwim River Sonar,,,2023,07/21,Kuskokwim River Sonar,Chinook,894,894,Calculated,Sonar
Kuskokwim River Sonar,,,2023,07/22,Kuskokwim River Sonar,Chinook,974,974,Calculated,Sonar
Kuskokwim River Sonar,,,2023,07/23,Kuskokwim River Sonar,Chinook,795,795,Calculated,Sonar
Kuskokwim River Sonar,,,2023,07/24,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2023,07/25,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2023,07/26,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2023,07/27,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2023,07/28,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2023,07/29,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2023,07/30,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2023,07/31,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2023,08/01,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2023,08/02,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2023,08/03,Kuskokwim River Sonar,Chinook,665,665,Calculated,Sonar
Kuskokwim River Sonar,,,2023,08/04,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2023,08/05,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2023,08/06,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2023,08/07,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2023,08/08,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2023,08/09,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2023,08/10,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2023,08/11,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2023,08/12,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2023,08/13,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2023,08/14,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2023,08/15,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2023,08/16,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2023,08/17,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2023,08/18,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2023,08/19,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2023,08/20,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2023,08/21,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2023,08/22,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2023,08/23,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2023,08/24,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2023,08/25,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2023,08/26,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2024,06/03,Kuskokwim River Sonar,Chinook,587,587,Calculated,Sonar
Kuskokwim River Sonar,,,2024,06/04,Kuskokwim River Sonar,Chinook,623,623,Calculated,Sonar
Kuskokwim River Sonar,,,2024,06/05,Kuskokwim River Sonar,Chinook,649,649,Calculated,Sonar
Kuskokwim River Sonar,,,2024,06/06,Kuskokwim River Sonar,Chinook,1131,1131,Calculated,Sonar
Kuskokwim River Sonar,,,2024,06/07,Kuskokwim River Sonar,Chinook,803,803,Calculated,Sonar
Kuskokwim River Sonar,,,2024,06/08,Kuskokwim River Sonar,Chinook,1136,1136,Calculated,Sonar
Kuskokwim River Sonar,,,2024,06/09,Kuskokwim River Sonar,Chinook,1281,1281,Calculated,Sonar
Kuskokwim River Sonar,,,2024,06/10,Kuskokwim River Sonar,Chinook,821,821,Calculated,Sonar
Kuskokwim River Sonar,,,2024,06/11,Kuskokwim River Sonar,Chinook,1140,1140,Calculated,Sonar
Kuskokwim River Sonar,,,2024,06/12,Kuskokwim River Sonar,Chinook,1161,1161,Calculated,Sonar
Kuskokwim River Sonar,,,2024,06/13,Kuskokwim River Sonar,Chinook,1108,1108,Calculated,Sonar
Kuskokwim River Sonar,,,2024,06/14,Kuskokwim River Sonar,Chinook,1569,1569,Calculated,Sonar
Kuskokwim River Sonar,,,2024,06/15,Kuskokwim River Sonar,Chinook,1178,1178,Calculated,Sonar
Kuskokwim River Sonar,,,2024,06/16,Kuskokwim River Sonar,Chinook,897,897,Calculated,Sonar
Kuskokwim River Sonar,,,2024,06/17,Kuskokwim River Sonar,Chinook,1612,1612,Calculated,Sonar
Kuskokwim River Sonar,,,2024,06/18,Kuskokwim River Sonar,Chinook,2156,2156,Calculated,Sonar
Kuskokwim River Sonar,,,2024,06/19,Kuskokwim River Sonar,Chinook,6045,6045,Calculated,Sonar
Kuskokwim River Sonar,,,2024,06/20,Kuskokwim River Sonar,Chinook,2024,2024,Calculated,Sonar
Kuskokwim River Sonar,,,2024,06/21,Kuskokwim River Sonar,Chinook,2323,2323,Calculated,Sonar
Kuskokwim River Sonar,,,2024,06/22,Kuskokwim River Sonar,Chinook,6513,6513,Calculated,Sonar
Kuskokwim River Sonar,,,2024,06/23,Kuskokwim River Sonar,Chinook,612,612,Calculated,Sonar
Kuskokwim River Sonar,,,2024,06/24,Kuskokwim River Sonar,Chinook,2920,2920,Calculated,Sonar
Kuskokwim River Sonar,,,2024,06/25,Kuskokwim River Sonar,Chinook,3364,3364,Calculated,Sonar
Kuskokwim River Sonar,,,2024,06/26,Kuskokwim River Sonar,Chinook,5297,5297,Calculated,Sonar
Kuskokwim River Sonar,,,2024,06/27,Kuskokwim River Sonar,Chinook,1797,1797,Calculated,Sonar
Kuskokwim River Sonar,,,2024,06/28,Kuskokwim River Sonar,Chinook,4759,4759,Calculated,Sonar
Kuskokwim River Sonar,,,2024,06/29,Kuskokwim River Sonar,Chinook,3832,3832,Calculated,Sonar
Kuskokwim River Sonar,,,2024,06/30,Kuskokwim River Sonar,Chinook,6324,6324,Calculated,Sonar
Kuskokwim River Sonar,,,2024,07/01,Kuskokwim River Sonar,Chinook,5046,5046,Calculated,Sonar
Kuskokwim River Sonar,,,2024,07/02,Kuskokwim River Sonar,Chinook,3909,3909,Calculated,Sonar
Kuskokwim River Sonar,,,2024,07/03,Kuskokwim River Sonar,Chinook,6994,6994,Calculated,Sonar
Kuskokwim River Sonar,,,2024,07/04,Kuskokwim River Sonar,Chinook,10316,10316,Calculated,Sonar
Kuskokwim River Sonar,,,2024,07/05,Kuskokwim River Sonar,Chinook,5305,5305,Calculated,Sonar
Kuskokwim River Sonar,,,2024,07/06,Kuskokwim River Sonar,Chinook,3643,3643,Calculated,Sonar
Kuskokwim River Sonar,,,2024,07/07,Kuskokwim River Sonar,Chinook,10574,10574,Calculated,Sonar
Kuskokwim River Sonar,,,2024,07/08,Kuskokwim River Sonar,Chinook,4968,4968,Calculated,Sonar
Kuskokwim River Sonar,,,2024,07/09,Kuskokwim River Sonar,Chinook,2440,2440,Calculated,Sonar
Kuskokwim River Sonar,,,2024,07/10,Kuskokwim River Sonar,Chinook,3874,3874,Calculated,Sonar
Kuskokwim River Sonar,,,2024,07/11,Kuskokwim River Sonar,Chinook,2997,2997,Calculated,Sonar
Kuskokwim River Sonar,,,2024,07/12,Kuskokwim River Sonar,Chinook,2140,2140,Calculated,Sonar
Kuskokwim River Sonar,,,2024,07/13,Kuskokwim River Sonar,Chinook,3071,3071,Calculated,Sonar
Kuskokwim River Sonar,,,2024,07/14,Kuskokwim River Sonar,Chinook,3249,3249,Calculated,Sonar
Kuskokwim River Sonar,,,2024,07/15,Kuskokwim River Sonar,Chinook,2086,2086,Calculated,Sonar
Kuskokwim River Sonar,,,2024,07/16,Kuskokwim River Sonar,Chinook,1843,1843,Calculated,Sonar
Kuskokwim River Sonar,,,2024,07/17,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2024,07/18,Kuskokwim River Sonar,Chinook,0,0,Calculated,Sonar
Kuskokwim River Sonar,,,2024,07/19,Kuskokwim River Sonar,Chinook,1222,1222,Calculated,Sonar
Kuskokwim River Sonar,,,2024,07/20,Kuskokwim River Sonar,Chinook,1044,1044,Calculated,Sonar
Kuskokwim River Sonar,,,2024,07/21,Kuskokwim River Sonar,Chinook,1147,1147,Calculated,Sonar
Kuskokwim River Sonar,,,2024,07/22,Kuskokwim River Sonar,Chinook,707,707,Calculated,Sonar
Kuskokwim River Sonar,,,2024,07/23,Kuskokwim River Sonar,Chinook,1360,1360,Calculated,Sonar
